Country,Year,Region,Income Group,"Net official development assistance received (current US$)","Population living in slums (% of urban population)","Exports of goods and services (% of GDP)","GDP per capita (current US$)","Literacy rate, youth total (% of people ages 15-24)","Literacy rate, adult total (% of people ages 15 and above)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Primary completion rate, total (% of relevant age group)","Trained teachers in primary education (% of total teachers)","Children out of school (% of primary school age)","School enrollment, secondary (% gross)","Government expenditure on education, total (% of government expenditure)","Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Improved water source (% of population with access)","Improved sanitation facilities (% of population with access)","Pregnant women receiving prenatal care (%)","Diabetes prevalence (% of population ages 20 to 79)","Health expenditure per capita (current US$)","Income share held by lowest 20%","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","GINI index (World Bank estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)","Population ages 0-14 (% of total)","Population ages 15-64 (% of total)","Fuel exports (% of merchandise exports)","High-technology exports (% of manufactured exports)"
"Venezuela, RB","1968","Latin America & Caribbean","Upper middle income",54010000,,22.3696506058321,1042.40485723844,,,,,,,,,,66,,,,,,,,,,121.58,63.630243902439,,46.7272682996087,50.7572738270878,93.4616531067943,
"Venezuela, RB","2006","Latin America & Caribbean","Upper middle income",57690000,,36.5186216079437,6740.23677858669,,,1.03038,93.64343,,8.23814,75.61009,9.344,0.5,17.9,92.1,91.2,,,326.93249678,3.18,9.24,46.94,9.32999992370605,83.6358,73.3010487804878,,31.2336790977982,63.7662268579507,92.5733123243755,2.4137913425398
"Venezuela, RB","1979","Latin America & Caribbean","Upper middle income",6520000,,25.9603784725458,3727.18262266907,,,,65.36001,,20.29632,46.21446,,,45.8,,,,,,,,,,102.1734,67.9082682926829,,41.628146376233,55.2542734300039,92.7633174683121,
"Venezuela, RB","1980","Latin America & Caribbean","Upper middle income",15180000,,28.7777151234916,4367.72587181057,,,,69.05576,,,47.01205,,,43.9,,,,,,,,,,101.5416,68.174,,41.0229148137337,55.7970236674247,94.0132950841181,
"Venezuela, RB","1965","Latin America & Caribbean","Upper middle income",3800000,,25.8151175552441,966.568978580345,,,,,,,,,,70.4,,,,,,,,,,130.9014,62.0620731707317,,46.7155007575808,50.8791215278562,92.5185567156205,
"Venezuela, RB","1975","Latin America & Caribbean","Upper middle income",18160000,,28.8281896565814,2342.90917672771,,,1.04422,65.26931,,29.34894,40.54709,,,53.2,,,,,,,,,,104.9422,66.7072195121951,,44.0599228140913,53.0587408655707,94.640486168019,
"Venezuela, RB","1960","Latin America & Caribbean","Upper middle income",-7490000,,27.0970695653079,1072.43225984285,,,,,,,,,,81.1,,,,,,,,,,137.213,59.2851219512195,,45.797900905197,51.8951815089154,,
"Venezuela, RB","1999","Latin America & Caribbean","Upper middle income",44660000,,22.9117089002201,4078.4014658784,,,1.05114,80.29348,,15.02231,56.54874,,0.3,27.7,90.9,87.7,,,200.63536192,3.54,10.16,48.32,14.5,89.5158,72.0862682926829,,34.6138913569732,61.1285392902032,81.4536222261152,3.01817746114028
"Venezuela, RB","1974","Latin America & Caribbean","Upper middle income",7830000,,38.6646309076992,2230.68894410906,,,1.04448,64.57248,,30.21686,39.37714,,,55,,,,,,,,,,105.6948,66.3573658536586,,44.6275037950135,52.5497680664767,95.1307868601858,
"Venezuela, RB","1992","Latin America & Caribbean","Upper middle income",33390000,,26.3530059679036,2810.17240367338,,,1.04649,84.99981,,,56.4343,17.30758,0.1,27.8,89.3,83.4,,,,4.82,4.31,42.51,7.69999980926514,94.939,70.1880243902439,,37.411360125457,58.8077841018168,79.9789641738039,2.20143649904115
"Venezuela, RB","1961","Latin America & Caribbean","Upper middle income",-4880000,,28.6727463719147,1070.48682178644,,,,,,,,,,78.3,,,,,,,,,,138.352,59.8625609756098,,46.04326987394,51.6281274507533,,
"Venezuela, RB","2011","Latin America & Caribbean","Upper middle income",49780000,,29.9430146096987,10754.5928790654,97.55916,94.77022,1.01939,93.91329,,6.12402,82.06468,,0.5,16.4,92.8,93.5,,,564.07273431,,,,7.84000015258789,81.2292,73.7916585365854,,29.3368841005244,65.0198855626537,67.1752512532397,2.79617388010946
"Venezuela, RB","2003","Latin America & Caribbean","Upper middle income",82810000,,33.8533894084396,3233.895666079,,,1.03604,87.81729,,8.19093,68.02864,,0.4,19.8,91.6,89.8,,,159.36875494,2.23,20.03,50.37,16.7999992370605,86.8812,72.9445609756098,,32.6483987096536,62.6938248951863,82.3658636310845,4.21951394826795
"Venezuela, RB","1990","Latin America & Caribbean","Upper middle income",76360000,,39.4500224586019,2367.74281232686,95.43903,89.82525,,78.95549,,,55.49662,11.35784,0.1,29.6,88.8,82.1,,,,,,,,97.059,69.8286097560976,,37.9166425628006,58.4016561508359,80.0929521988506,3.93872519716892
"Venezuela, RB","2010","Latin America & Caribbean","Upper middle income",53340000,,28.5304069880193,13581.3533771018,,,1.01843,92.52151,,6.13544,80.94776,,0.5,16.6,92.7,93,,,684.05784328,,,,8.44999980926514,81.5604,73.6716097560976,,29.673015816631,64.8241285057515,93.4188984926277,5.05221964133165
"Venezuela, RB","2014","Latin America & Caribbean","Upper middle income",43160000,,16.6938273502942,,,,1.01838,96.24232,,7.02107,91.61128,,0.5,15.3,93.1,94.4,,,873.38432219,,,,6.9539999961853,79.6672,74.2361951219512,,28.4116965929338,65.4881745440215,,
"Venezuela, RB","2000","Latin America & Caribbean","Upper middle income",78560000,,29.7442196597828,4784.87157982387,,,1.04656,81.92593,,12.52167,59.32583,,0.4,21.7,91.1,88.3,94.1,,234.78851744,,,,13.1999998092651,88.9982,72.3461219512195,,34.135554811501,61.519017010289,86.1403968488115,2.89096578604343
"Venezuela, RB","1966","Latin America & Caribbean","Upper middle income",30470000,,24.3377446594465,981.254022670738,,,,,,,,,,68.9,,,,,,,,,,128.0382,62.5888048780488,,46.8723043990635,50.6903834177072,93.4011576320389,
"Venezuela, RB","1998","Latin America & Caribbean","Upper middle income",42370000,,20.920486481036,3875.59341173769,,,,,,,,,0.3,23.5,90.7,87.1,,,172.23981013,2.86,11.44,49.8,11,90.0334,71.8053902439025,,35.0478877509183,60.7782087330698,71.6908112195467,2.60344791984714
"Venezuela, RB","1985","Latin America & Caribbean","Upper middle income",11140000,,24.1181437551163,3309.09021192279,,,1.05972,78.39891,,,53.50479,,,36.1,,,,,,,,,,100.2546,69.1748536585366,,38.8682720340387,57.6642733497757,79.9671112777283,
"Venezuela, RB","1963","Latin America & Caribbean","Upper middle income",47720000,,28.8727504843388,1185.48396609272,,,,,,,,,,73.8,,,,,,,,,,136.6278,60.9858292682927,,46.5051488738762,51.1306252796991,92.9111895427033,
"Venezuela, RB","1997","Latin America & Caribbean","Upper middle income",9010000,,29.2590106069999,3714.88330638613,,,,80.12536,,,,,0.2,24.5,90.4,86.5,,,150.75418199,,,,10.6000003814697,90.551,71.5122682926829,,35.4484028758348,60.4584870445101,78.9004394237539,2.54690878686039
"Venezuela, RB","1983","Latin America & Caribbean","Upper middle income",9470000,,19.5129086520881,4726.4027596923,,,,76.80498,,,50.21233,,,38.8,,,,,,,,,,100.2702,68.8433414634146,,39.6084380035966,57.0376864700933,95.4270089483389,
"Venezuela, RB","2009","Latin America & Caribbean","Upper middle income",59430000,,18.0715188695789,11534.8406001136,98.5333,95.51199,1.01843,93.6521,,6.96291,80.89369,20.66358,0.5,16.8,92.5,92.6,,,670.59120465,,,,8.05000019073486,81.8916,73.568,,30.0382893325294,64.5942604973695,95.8983728819105,4.17760988355386
"Venezuela, RB","1981","Latin America & Caribbean","Upper middle income",13760000,,26.8438499660731,4781.6327789265,93.11176,84.7322,,71.68712,,,47.6378,,,42.1,,,,,,3.1,1.27,55.61,,100.9098,68.4204146341464,,40.5874963519395,56.1770102399472,92.8470828736878,
"Venezuela, RB","2016","Latin America & Caribbean","Upper middle income",,,,,,,,,,,,,,,,,,,,,,,6.89900016784668,,,,,,,
"Venezuela, RB","1977","Latin America & Caribbean","Upper middle income",-230000,,23.2161900118746,2991.49472793166,,,,64.23702,,24.24613,45.10088,,,49.6,,,,,,,,,,103.437,67.3361951219512,,42.8461139357253,54.1526594039124,92.611057457657,
"Venezuela, RB","1978","Latin America & Caribbean","Upper middle income",-14770000,,20.4071951671559,3196.11307668563,,,,65.09077,,22.00368,45.4247,,,47.7,,,,,,,,,,102.8052,67.6281707317073,,42.2385514895467,54.7029591016175,94.4678736341477,
"Venezuela, RB","1964","Latin America & Caribbean","Upper middle income",-51700000,,26.8227217848555,961.455764962002,,,,,,,,,,72,,,,,,,,,,133.7646,61.5290731707317,,46.6564059325124,50.9606062732588,91.0995448082283,
"Venezuela, RB","1969","Latin America & Caribbean","Upper middle income",13990000,,21.3309921115647,1049.80222000465,,,,,,,,,,64.3,,,,,,,,,,117.985,64.1416341463415,,46.5312511459222,50.9113619590491,92.35925258221,
"Venezuela, RB","1972","Latin America & Caribbean","Upper middle income",21250000,,20.4420173392749,1295.97112037257,,,1.03225,62.81876,,28.0938,35.49672,,,58.8,,,,,,,,,,107.2,65.5621463414634,,45.5512885187028,51.7375668155626,90.5740424938746,
"Venezuela, RB","2004","Latin America & Caribbean","Upper middle income",46970000,,36.1983535672104,4273.44068776174,,,1.03374,87.94918,,7.89241,70.58163,,0.5,19.2,91.8,90.3,,,204.25157226,2.29,17.46,49.82,15,85.7994,73.0864390243903,,32.1420527243496,63.0884330883491,83.6794290336796,2.43764248269294
"Venezuela, RB","1994","Latin America & Caribbean","Upper middle income",26200000,,30.8633303777154,2601.90297924327,,,,,,,,28.77946,0.1,26.8,89.8,84.7,,,,,,,8.60000038146973,93.1838,70.6562195121951,,36.6556283831477,59.4635852629618,77.2068589047269,2.39119483574451
"Venezuela, RB","1991","Latin America & Caribbean","Upper middle income",28110000,,31.353267277567,2545.17006450151,,,1.05186,81.47567,,,55.66723,,0.1,28.6,89,82.8,,,,,,,9.5,95.999,69.9944146341464,,37.7148231575192,58.5540840616386,80.8825338588587,1.49085759526725
"Venezuela, RB","2015","Latin America & Caribbean","Upper middle income",37060000,,,,97.72944,95.39925,1.01495,95.22813,,7.61302,89.66401,,0.5,14.9,93.1,94.4,,12,,,,,6.82000017166138,79.0518,74.4096097560976,,28.1054123457238,65.6275926742256,,
"Venezuela, RB","1996","Latin America & Caribbean","Upper middle income",37780000,,36.5141488422018,3013.96018319815,,,,80.33007,,,,,0.2,25.5,90.2,85.9,,,142.46875903,,,,12.3999996185303,91.4286,71.2157073170732,,35.8506512279544,60.1366749536364,80.9089888787584,2.52164211315272
"Venezuela, RB","1971","Latin America & Caribbean","Upper middle income",10210000,,22.406074158564,1225.12454381643,,,1.03294,60.95377,,27.6223,32.75453,,,60.6,,,,,,,,,,110.795,65.114756097561,,45.9302184832502,51.4135054833791,91.5238450151192,
"Venezuela, RB","1982","Latin America & Caribbean","Upper middle income",12350000,,22.1634379532666,4730.03709222939,,,,75.92523,,,48.58469,,,40.3,,,,,,,,,,100.278,68.6445365853659,,40.0973934403998,56.6085162420737,94.9870259876472,
"Venezuela, RB","2013","Latin America & Caribbean","Upper middle income",37830000,,24.7649783030385,12265.03113567,,,1.02681,95.31894,,6.79672,92.12468,,0.5,15.7,93.1,94.4,,,605.50489095,,,,7.78999996185303,80.2826,74.0744146341464,,28.7143746813694,65.3445124685209,97.6678613584941,1.13033203081397
"Venezuela, RB","1973","Latin America & Caribbean","Upper middle income",15880000,,25.0866734364733,1540.42286476462,,,1.03664,64.60523,,28.81427,37.67751,,,56.8,,,,,,,,,,106.4474,65.9763414634146,,45.1257109001833,52.1081515499244,93.0898064449265,
"Venezuela, RB","2008","Latin America & Caribbean","Upper middle income",60690000,,30.8216690057259,11224.6467026883,,,1.02165,93.57685,,8.95921,79.91281,,0.5,17.1,92.4,92.1,,,446.79375171,,,,6.84999990463257,82.2228,73.476243902439,,30.4200319838206,64.3406577069669,93.8280007241284,3.47136767359514
"Venezuela, RB","1993","Latin America & Caribbean","Upper middle income",40750000,,26.958344626181,2733.45608697026,,,1.04729,84.14223,,,56.81163,16.44716,0.1,27.3,89.5,84.1,,,,,,,6.69999980926514,94.0614,70.4094390243903,,37.0403885554144,59.1285014470941,78.5565277567136,2.56724728330688
"Venezuela, RB","1984","Latin America & Caribbean","Upper middle income",14070000,,26.8110776371327,3288.34586153209,,,1.06071,76.47535,,,51.36183,,,37.4,,,,,,,,,,100.2624,69.0197804878049,,39.1902149552117,57.3978592532466,93.1300299355276,
"Venezuela, RB","1986","Latin America & Caribbean","Upper middle income",15940000,,19.8172396842452,3272.04641657002,,,1.05566,79.59853,,,55.06882,,,34.8,,,,,,,,,,100.2468,69.3120243902439,,38.5962402044018,57.8836833063139,84.0617359322362,
"Venezuela, RB","2002","Latin America & Caribbean","Upper middle income",58550000,,30.4335705492145,3657.3512631373,,,1.03844,89.92281,,6.88201,66.89511,,0.4,20.4,91.5,89.3,,,180.35231124,2.59,16.03,50.56,16.2000007629395,87.963,72.7752682926829,,33.1636976885401,62.2859322458242,80.2994709553612,3.42949152604287
"Venezuela, RB","1995","Latin America & Caribbean","Upper middle income",43320000,,27.1071469316561,3375.89088773361,,,,,,,,,0.1,26.3,90,85.3,,,183.06749351,3.78,8.56,47.82,10.1999998092651,92.3062,70.9269268292683,,36.2797889066903,59.7900387995297,76.6507255764192,2.72269989391388
"Venezuela, RB","1989","Latin America & Caribbean","Upper middle income",59800000,,34.1234283983061,2172.43999152014,,,1.06037,79.22633,,,55.4994,,,30.8,,,,,,3.71,7.83,45.3,,98.119,69.6871707317073,,38.1497217233809,58.2085181229756,76.6492920279465,
"Venezuela, RB","1987","Latin America & Caribbean","Upper middle income",18330000,,21.4382685536552,2459.29275937976,,,1.05617,79.19972,,,55.6639,,,33.5,,,,,,3.37,0.82,53.45,,100.239,69.4382195121951,,38.4260552149106,58.0094834848767,87.1351581271011,
"Venezuela, RB","1967","Latin America & Caribbean","Upper middle income",20530000,,24.2941041414989,983.69767311435,,,,,,,,,,67.5,,,,,,,,,,125.175,63.1118292682927,,46.8590206699168,50.6663244698403,93.4213440140314,
"Venezuela, RB","2007","Latin America & Caribbean","Upper middle income",73520000,,31.1305388597077,8325.20875544334,98.39878,95.15464,1.02566,95.73083,,7.13418,78.14587,10.09005,0.5,17.4,92.2,91.7,,,437.33700575,,,,7.46999979019165,82.554,73.3889024390244,,30.8191901031342,64.0635013427038,,
"Venezuela, RB","1976","Latin America & Caribbean","Upper middle income",-500000,,25.8084936010725,2633.86339960777,,,,63.97155,,26.20522,43.73324,,,51.4,,,,,,,,,,104.1896,67.0308536585366,,43.4516362084328,53.6053852562263,93.8272821162325,
"Vietnam","1984","East Asia & Pacific","Lower middle income",152390000,,,,,,,,,,,,,62,,,,,,,,,,23.4348,68.5841219512195,,39.4404769496274,55.1030984278233,,
"Vietnam","2002","East Asia & Pacific","Lower middle income",1276120000,,50.5793088319407,477.105876263106,,,,101.47795,87.01244,6.93698,,,0.3,31.4,80.3,56.3,86.4,,21.76353955,7.46,38.78,37.32,2.09999990463257,27.91,73.5765609756098,3.4,29.7006189935902,63.7493534958006,21.2625013237705,5.85778762251229
"Vietnam","1963","East Asia & Pacific","Lower middle income",226670000,,,,,,,,,,,,,,,,,,,,,,,19.36,61.0430243902439,,42.6650012546857,52.4700541054538,,
"Vietnam","1986","East Asia & Pacific","Lower middle income",191420000,,6.62253904454358,437.129533464379,,,,,,,,,,58.5,,,,,,,,,,25.6076,69.1859024390244,,38.7753582690316,55.6880190488703,,
"Vietnam","1996","East Asia & Pacific","Lower middle income",937210000,,40.8684877939284,337.050063118552,,,,,,,,,0.1,39.5,71.6,46.2,,,16.30967746,,,,1.89999997615814,30.5608,72.1315609756098,,35.0200011975017,58.965517254924,,
"Vietnam","1964","East Asia & Pacific","Lower middle income",244990000,,,,,,,,,,,,,95,,,,,,,,,,19.388,61.6071463414634,,43.2819062154509,51.8036630015119,,
"Vietnam","2014","East Asia & Pacific","Lower middle income",4216270000,27.2,86.4047688894668,2052.31908380089,,,,106.21147,100,,,,0.5,22.3,96.4,76.3,95.8,,142.37388905,6.59,3.06,37.59,1.87000000476837,38.1194,75.6291219512195,,23.1071517888696,70.2717532231957,6.15828224962063,26.9315177782514
"Vietnam","1967","East Asia & Pacific","Lower middle income",459400000,,,,,,,,,,,,,90.3,,,,,,,,,,19.472,61.8420487804878,,44.109276439908,50.7179380903585,,
"Vietnam","1992","East Asia & Pacific","Lower middle income",566220000,,34.7455963260903,144.148658543778,,,,,,,,,0.1,46.8,65.7,39.6,,,,7.79,49.21,35.65,2.6159999370575,33.808,70.9954634146342,,36.7981236824303,57.408665544948,,
"Vietnam","1971","East Asia & Pacific","Lower middle income",464180000,,,,,,,,,,,,,84.2,,,,,,,,,,19.1432,59.174243902439,,43.6406808357972,51.0252459711401,,
"Vietnam","2003","East Asia & Pacific","Lower middle income",1767590000,,52.4747984305625,530.861850505816,,,,100.24547,,,,,0.3,30.4,81.7,58,,,24.99998954,,,,2.29999995231628,28.4872,73.7725365853659,,28.8965975234655,64.5341797366688,20.6135022800646,5.56673818558887
"Vietnam","1993","East Asia & Pacific","Lower middle income",252610000,,28.7227818660883,189.260515413068,,,,,,,,,0.1,44.8,67.2,41.2,,,,,,,2.89599990844727,32.9962,71.2824146341463,,36.4888257947816,57.6907538371608,,
"Vietnam","1987","East Asia & Pacific","Lower middle income",127210000,,6.00142845625679,593.653576367251,,,,,,,,,,56.7,,,,,,,,,,26.694,69.5095853658537,,38.4290137131845,55.9828325962579,,
"Vietnam","1998","East Asia & Pacific","Lower middle income",1178540000,,44.8483034664957,360.600798022492,,,0.92722,,,0.87023,57.83802,,0.1,36.5,74.5,49.5,,,17.05646327,7.96,34.79,35.44,2.29999995231628,29.3812,72.664512195122,,33.4073173549258,60.350846377207,15.4130698079242,0.102063987746263
"Vietnam","1977","East Asia & Pacific","Lower middle income",295900000,,,,,,1.0008,,,2.66317,37.74585,,,74.1,,,,,,,,,,18.819,64.5267073170732,,41.9669452967557,52.923030448391,,
"Vietnam","1975","East Asia & Pacific","Lower middle income",389740000,,,,,,,,,,,,,77.6,,,,,,,,,,18.9158,61.5363658536585,,42.5950745912165,52.4626910527951,,
"Vietnam","2000","East Asia & Pacific","Lower middle income",1682990000,48.8,49.9662477347537,433.333707823148,94.83651,90.15613,,99.01955,80.04964,2.63928,,,0.2,33.8,77.4,52.9,68.3,,20.49500152,,,,2.29999995231628,28.6456,73.1485853658537,,31.6571785141495,61.9192157872767,26.4514469828306,11.0689447818075
"Vietnam","2013","East Asia & Pacific","Lower middle income",4085600000,,83.6261431037686,1907.56438167972,,,,99.23997,,1.89447,,18.53308,0.5,22.9,95.1,74.7,,,134.2645765,,,,1.95000004768372,37.0902,75.477,,23.1296067602236,70.3134487982502,7.3498347827302,28.2082868973782
"Vietnam","1995","East Asia & Pacific","Lower middle income",834800000,54.6,32.8128561801646,288.020277990281,,,,,,,,,0.1,41.2,70.1,44.6,,,14.30465923,,,,2.14199995994568,31.3726,71.8522195121951,,35.5678611310859,58.5003612083808,,
"Vietnam","1989","East Asia & Pacific","Lower middle income",124550000,,23.8493582982893,97.1578849618667,93.73426,87.59645,,,,,,,,52.8,,,,,,,,,,29.5396,70.1241951219512,,37.7092331680198,56.6015534367493,,
"Vietnam","1978","East Asia & Pacific","Lower middle income",416960000,,,,,,,,,9.49899,,,,72.3,,,,,,,,,,19.3076,65.7963414634146,,41.5832182693858,53.2198433464137,,
"Vietnam","1999","East Asia & Pacific","Lower middle income",1429860000,,49.9662477347563,374.476419938822,,90.2783,,98.99001,77.65357,1.65076,,,0.2,35.1,75.9,51.2,,,17.6420315,,,,2.29999995231628,29.0134,72.9135365853659,,32.5137895973119,61.1402525560925,20.4956463273376,0.173917606182156
"Vietnam","1990","East Asia & Pacific","Lower middle income",180550000,60.5,36.0386153908604,98.0318690725069,,,,,,,34.81627,,0.1,50.8,62.7,36.2,,,,,,,,30.9624,70.4181951219512,,37.37608123337,56.8953940855602,,
"Vietnam","1960","East Asia & Pacific","Lower middle income",191850000,,,,,,,,,,,,,,,,,,,,,,,19.0252,59.0670243902439,,40.1348269361132,55.1431418984572,,
"Vietnam","1981","East Asia & Pacific","Lower middle income",273060000,,,,,,,,,6.15108,,,,66.9,,,,,,,,,,20.7734,67.8304634146342,,40.4530541532127,54.168225016787,,
"Vietnam","1979","East Asia & Pacific","Lower middle income",381920000,,,,95.02512,83.82594,,81.45138,,,,,,70.5,,,,,,,,,,19.7962,66.7725121951219,,41.2075876184609,53.5205011789239,,
"Vietnam","1983","East Asia & Pacific","Lower middle income",149720000,,,,,,,,,,,,,63.6,,,,,,,,,,22.3484,68.3327317073171,,39.7734946645089,54.7956565179797,,
"Vietnam","1970","East Asia & Pacific","Lower middle income",435810000,,,,,,,,,,,,,85.7,,,,,,,,,,19.2254,59.7370487804878,,43.7790623699599,50.8345406765882,,
"Vietnam","1974","East Asia & Pacific","Lower middle income",705940000,,,,,,,,,,,,,79.3,,,,,,,,,,18.9642,60.2534390243903,,42.9269831984838,52.0326920296917,,
"Vietnam","2004","East Asia & Pacific","Lower middle income",1837330000,,54.901407345239,606.904378261988,,,,,,,,,0.4,29.4,83.1,59.7,,,30.13258629,7.1,27.12,37.17,2.09999990463257,29.0644,73.9590243902439,,28.0597120712592,65.3621259357583,23.5401807648597,4.48001264804974
"Vietnam","1962","East Asia & Pacific","Lower middle income",176030000,,,,,,,,,,,,,,,,,,,,,,,19.332,60.4105365853659,,41.8847373689042,53.2907063869263,,
"Vietnam","2015","East Asia & Pacific","Lower middle income",3157440000,,89.7792486373269,2110.91934424843,98.06167,94.51427,,104.13019,99.61187,,,,0.5,21.7,97.6,78,,6,,,,,2.11999988555908,39.1486,75.7777317073171,,23.0896874495473,70.1698056432717,,
"Vietnam","2005","East Asia & Pacific","Lower middle income",1910900000,41.3,63.6994926701393,699.499777506255,,,,93.22595,93.3701,9.77566,,,0.4,28.5,84.5,61.4,,,36.80053658,,,,2.32599997520447,29.6416,74.1381219512195,,27.1557119554331,66.2621576881723,25.7652994405953,5.36319167272547
"Vietnam","1973","East Asia & Pacific","Lower middle income",477490000,,,,,,,,,,,,,81,,,,,,,,,,19.0126,59.3812195121951,,43.2132869958296,51.6413271048949,,
"Vietnam","2016","East Asia & Pacific","Lower middle income",,,,,,,,,,,,,,,,,,,,,,,2.17799997329712,,,,,,,
"Vietnam","2008","East Asia & Pacific","Lower middle income",2549020000,,70.3366919402715,1164.61252461712,,,,,98.62724,2.72592,,18.05421,0.4,26.2,88.6,66.4,,,63.2902605,6.91,16.17,38.15,2.28999996185303,31.849,74.6530975609756,,24.8375094477563,68.5958013169796,20.2892143722225,4.78983983871057
"Vietnam","1994","East Asia & Pacific","Lower middle income",904300000,,34.0131275269248,229.954804742474,,,,,,,,,0.1,43,68.7,42.9,,,,,,,2.45900011062622,32.1844,71.568487804878,,36.0921074334211,58.0439135413525,,
"Vietnam","1961","East Asia & Pacific","Lower middle income",167110000,,,,,,,,,,,,,,,,,,,,,,,19.1786,59.7441951219512,,41.0229755348063,54.1968507342314,,
"Vietnam","2010","East Asia & Pacific","Lower middle income",2948090000,,72.0023637889581,1333.58352396677,,,,,98.33487,1.86119,,17.11449,0.5,24.8,91.3,69.7,,,83.45891629,5.92,4.78,42.68,2.64000010490417,33.955,74.9903658536585,,23.675868931738,69.7789096658444,11.052798419449,8.61200419923673
"Vietnam","1966","East Asia & Pacific","Lower middle income",515380000,,,,,,,,,,,,,91.8,,,,,,,,,,19.444,62.0873902439024,,43.9854530371219,50.9405435180041,,
"Vietnam","1982","East Asia & Pacific","Lower middle income",247890000,,,,,,,,,,,,,65.3,,,,,,,,,,21.262,68.0938780487805,,40.0980246161804,54.4928809761262,,
"Vietnam","1985","East Asia & Pacific","Lower middle income",152840000,,,239.428684866897,,,,,,8.85478,,,,60.3,,,,,,,,,,24.5212,68.8685365853659,,39.0831879182373,55.424842221959,,
"Vietnam","2009","East Asia & Pacific","Lower middle income",3740020000,35.2,62.9717966689292,1232.3696735953,97.09167,93.52045,,,99.63995,1.49243,,15.239,0.4,25.5,89.9,68.1,,,73.2207569,,,,2.60999989509583,32.902,74.8226097560976,,24.1636484415303,69.2785868923564,15.1186894655355,6.21247845995018
"Vietnam","1988","East Asia & Pacific","Lower middle income",163970000,,3.94529821467913,401.874914554963,,,,,,,,,,54.8,,,,,,,,,,28.1168,69.8225121951219,,38.0636184663774,56.2948231894165,,
"Vietnam","2012","East Asia & Pacific","Lower middle income",4113310000,,80.028618800839,1754.5479738641,,,,101.97412,99.5883,1.79844,,18.81921,0.5,23.5,93.8,73.1,,,120.11497648,6.52,3.23,38.7,1.79999995231628,36.061,75.3193902439024,,23.1992805667076,70.2641940054893,9.93007739818729,20.4828324591358
"Vietnam","1997","East Asia & Pacific","Lower middle income",999460000,,43.1027056197648,361.254488445838,,,,,,,,,0.1,38,73.1,47.9,70.6,,16.90240917,,,,2.90000009536743,29.749,72.403512195122,5.7,34.2783719930082,59.5983311685506,17.9619023600388,0.13575968717084
"Vietnam","2011","East Asia & Pacific","Lower middle income",3619290000,,79.3908444282327,1542.67043610149,,,,102.65807,99.30258,0.59912,,17.86837,0.5,24.2,92.6,71.4,93.7,,94.10525085,,,,2.01999998092651,35.008,75.1568048780488,,23.3750673672951,70.0870199776196,11.3722513683509,14.4910156553772
"Vietnam","2001","East Asia & Pacific","Lower middle income",1431860000,,50.9957899884542,448.882278762224,,,,104.43159,84.94996,3.93261,,,0.3,32.5,78.9,54.6,,,22.50697102,,,,2.79999995231628,28.2778,73.3695853658537,,30.5918733844499,62.9024840279383,22.931074975712,8.5075029090422
"Vietnam","2006","East Asia & Pacific","Lower middle income",1852320000,,67.7168143260187,796.671573774518,,,,96.92218,95.63952,8.12228,,,0.4,27.7,85.9,63,90.8,,43.44546244,6.88,22.01,37.44,2.4449999332428,30.2188,74.3123658536585,,26.4373641285274,66.9878313361713,24.3865480445426,6.2178780525489
"Vietnam","2007","East Asia & Pacific","Lower middle income",2510450000,38.3,70.517874602272,919.209265568078,,,,,97.79333,,,,0.4,26.9,87.3,64.7,,,54.98803667,,,,2.41499996185303,30.796,74.4838536585366,,25.6377884773891,67.7915925548343,20.7259823922407,8.94933927582377
"Vietnam","1980","East Asia & Pacific","Lower middle income",276910000,,,,,,,,,,43.43415,,,68.7,,,,,,,,,,20.2848,67.4336585365854,,40.8627957969502,53.8071346999232,,
"Vietnam","1968","East Asia & Pacific","Lower middle income",449600000,,,,,,,,,,,,,88.8,,,,,,,,,,19.3898,61.2930487804878,,44.0908307400897,50.643471634619,,
"Vietnam","1969","East Asia & Pacific","Lower middle income",464360000,,,,,,,,,,,,,87.3,,,,,,,,,,19.3076,60.5256829268293,,43.9706325236065,50.6906885713244,,
"Vietnam","1976","East Asia & Pacific","Lower middle income",233270000,,,,,,1.00705,,,,35.88937,,,75.9,,,,,,,,,,18.8674,63.0428536585366,,42.3147224472917,52.6627180562765,,
"Vietnam","1965","East Asia & Pacific","Lower middle income",314150000,,,,,,,,,,,,,93.3,,,,,,,,,,19.416,61.9967804878049,,43.7008132115324,51.3203825017075,,
"Vietnam","1991","East Asia & Pacific","Lower middle income",227300000,,30.9150392483885,142.965889798752,,,,,,,,,0.1,48.8,64.2,37.9,,,,,,,2.69000005722046,32.3852,70.7080731707317,,37.0827818096064,57.1508420622638,,
"Vietnam","1972","East Asia & Pacific","Lower middle income",576950000,,,,,,,,,,,,,82.6,,,,,,,,,,19.061,59.0216097560976,,43.4506210794427,51.3004833621946,,
